2.923772335052490234e-01,4.693246185779571533e-01,4.429741799831390381e-01,4.364996850490570068e-01,4.133747816085815430e-01,5.597439408302307129e-01,4.516604244709014893e-01,5.024223923683166504e-01
2.527058422565460205e-01,4.650458097457885742e-01,4.632686674594879150e-01,4.209375977516174316e-01,4.297904968261718750e-01,6.003108620643615723e-01,4.500967562198638916e-01,5.092902779579162598e-01
2.430701851844787598e-01,4.696930944919586182e-01,4.702156782150268555e-01,4.257265925407409668e-01,4.353673756122589111e-01,6.179234981536865234e-01,4.420487880706787109e-01,5.128232240676879883e-01
2.425661832094192505e-01,4.772593379020690918e-01,4.689981639385223389e-01,4.341244399547576904e-01,4.369071125984191895e-01,6.245524883270263672e-01,4.332613945007324219e-01,5.151335597038269043e-01
2.422620356082916260e-01,4.813336730003356934e-01,4.673245251178741455e-01,4.390881061553955078e-01,4.360813796520233154e-01,6.277879476547241211e-01,4.278335571289062500e-01,5.161427259445190430e-01
2.418471276760101318e-01,4.828197062015533447e-01,4.657933712005615234e-01,4.423157274723052979e-01,4.346505999565124512e-01,6.299456357955932617e-01,4.243338406085968018e-01,5.165969133377075195e-01
2.412829548120498657e-01,4.832839965820312500e-01,4.645914733409881592e-01,4.441975355148315430e-01,4.333226680755615234e-01,6.313683986663818359e-01,4.220215380191802979e-01,5.167371034622192383e-01
2.407346218824386597e-01,4.832954704761505127e-01,4.636217653751373291e-01,4.452538788318634033e-01,4.322277903556823730e-01,6.323294043540954590e-01,4.203974902629852295e-01,5.167576074600219727e-01
2.402739077806472778e-01,4.831093251705169678e-01,4.628348052501678467e-01,4.458159208297729492e-01,4.313644468784332275e-01,6.329784989356994629e-01,4.192018210887908936e-01,5.167627930641174316e-01
2.399394959211349487e-01,4.828238189220428467e-01,4.621583223342895508e-01,4.461042284965515137e-01,4.306932985782623291e-01,6.334229111671447754e-01,4.182545244693756104e-01,5.168042182922363281e-01
2.397393435239791870e-01,4.824765324592590332e-01,4.615433216094970703e-01,4.462546706199645996e-01,4.301664829254150391e-01,6.337345242500305176e-01,4.174498617649078369e-01,5.169010758399963379e-01
2.396501898765563965e-01,4.821040630340576172e-01,4.609750509262084961e-01,4.463261067867279053e-01,4.297541379928588867e-01,6.339463591575622559e-01,4.167346954345703125e-01,5.170517563819885254e-01
2.396533191204071045e-01,4.817184209823608398e-01,4.604388177394866943e-01,4.463588297367095947e-01,4.294267594814300537e-01,6.340860128402709961e-01,4.160746634006500244e-01,5.172502994537353516e-01
2.397307902574539185e-01,4.813257157802581787e-01,4.599256515502929688e-01,4.463755488395690918e-01,4.291619956493377686e-01,6.341724991798400879e-01,4.154490232467651367e-01,5.174888968467712402e-01
2.398669570684432983e-01,4.809294939041137695e-01,4.594300389289855957e-01,4.463885724544525146e-01,4.289432168006896973e-01,6.342188119888305664e-01,4.148452877998352051e-01,5.177600979804992676e-01
2.400490492582321167e-01,4.805317819118499756e-01,4.589483439922332764e-01,4.464044272899627686e-01,4.287582933902740479e-01,6.342342495918273926e-01,4.142555594444274902e-01,5.180574059486389160e-01
2.402673810720443726e-01,4.801338613033294678e-01,4.584780633449554443e-01,4.464267194271087646e-01,4.285983741283416748e-01,6.342253088951110840e-01,4.136747717857360840e-01,5.183756351470947266e-01
2.405136525630950928e-01,4.797481894493103027e-01,4.580224156379699707e-01,4.464470446109771729e-01,4.284645318984985352e-01,6.341941952705383301e-01,4.130874276161193848e-01,5.187135338783264160e-01
2.407821714878082275e-01,4.793720841407775879e-01,4.575764834880828857e-01,4.464696645736694336e-01,4.283510148525238037e-01,6.341440081596374512e-01,4.124945402145385742e-01,5.190671086311340332e-01
2.410691082477569580e-01,4.790040254592895508e-01,4.571354687213897705e-01,4.464980363845825195e-01,4.282544255256652832e-01,6.340765357017517090e-01,4.118964076042175293e-01,5.194332003593444824e-01
2.413725703954696655e-01,4.786445796489715576e-01,4.566994607448577881e-01,4.465346634387969971e-01,4.281720519065856934e-01,6.339927911758422852e-01,4.112917184829711914e-01,5.198112130165100098e-01
2.416931092739105225e-01,4.782915413379669189e-01,4.562711119651794434e-01,4.465861320495605469e-01,4.280986189842224121e-01,6.338941454887390137e-01,4.106821715831756592e-01,5.202017426490783691e-01
2.420322895050048828e-01,4.779476225376129150e-01,4.558501839637756348e-01,4.466570019721984863e-01,4.280337095260620117e-01,6.337796449661254883e-01,4.100644886493682861e-01,5.206057429313659668e-01
2.423924058675765991e-01,4.776191115379333496e-01,4.554385542869567871e-01,4.467521607875823975e-01,4.279786646366119385e-01,6.336462497711181641e-01,4.094347953796386719e-01,5.210247039794921875e-01
2.427792847156524658e-01,4.773138761520385742e-01,4.550374448299407959e-01,4.468805789947509766e-01,4.279350936412811279e-01,6.334905028343200684e-01,4.087872207164764404e-01,5.214613676071166992e-01
2.432027608156204224e-01,4.770443737506866455e-01,4.546494483947753906e-01,4.470559656620025635e-01,4.279058575630187988e-01,6.333078145980834961e-01,4.081129431724548340e-01,5.219196677207946777e-01
2.436810731887817383e-01,4.768387377262115479e-01,4.542894959449768066e-01,4.472919106483459473e-01,4.278976023197174072e-01,6.330928206443786621e-01,4.073866605758666992e-01,5.224102735519409180e-01
2.442388534545898438e-01,4.767149984836578369e-01,4.539491832256317139e-01,4.476300776004791260e-01,4.279131889343261719e-01,6.328381896018981934e-01,4.066015481948852539e-01,5.229355096817016602e-01
2.449151426553726196e-01,4.767358601093292236e-01,4.536349177360534668e-01,4.481050968170166016e-01,4.279765784740447998e-01,6.325296163558959961e-01,4.057095944881439209e-01,5.235077738761901855e-01
2.457822710275650024e-01,4.769587814807891846e-01,4.533714056015014648e-01,4.488098621368408203e-01,4.280885457992553711e-01,6.321613788604736328e-01,4.046794772148132324e-01,5.241459012031555176e-01
2.469535171985626221e-01,4.774811267852783203e-01,4.531726241111755371e-01,4.498855471611022949e-01,4.282689392566680908e-01,6.317218542098999023e-01,4.034570157527923584e-01,5.248720645904541016e-01
2.486226260662078857e-01,4.784916937351226807e-01,4.531029760837554932e-01,4.515354335308074951e-01,4.285684525966644287e-01,6.311971545219421387e-01,4.019263088703155518e-01,5.257357954978942871e-01
2.511201500892639160e-01,4.802540540695190430e-01,4.532274901866912842e-01,4.541354179382324219e-01,4.290741980075836182e-01,6.305786371231079102e-01,3.999578058719635010e-01,5.267997384071350098e-01
2.549901604652404785e-01,4.832869172096252441e-01,4.537189304828643799e-01,4.582473039627075195e-01,4.300201237201690674e-01,6.298333406448364258e-01,3.973639309406280518e-01,5.281608104705810547e-01
2.611959278583526611e-01,4.884429574012756348e-01,4.548725187778472900e-01,4.648703634738922119e-01,4.318819940090179443e-01,6.289359331130981445e-01,3.939929902553558350e-01,5.299400687217712402e-01
2.714657187461853027e-01,4.972686469554901123e-01,4.573980867862701416e-01,4.757178723812103271e-01,4.356511235237121582e-01,6.278870701789855957e-01,3.899135589599609375e-01,5.322713851928710938e-01
2.890991568565368652e-01,5.122097730636596680e-01,4.624432623386383057e-01,4.941181242465972900e-01,4.432371556758880615e-01,6.269406676292419434e-01,3.861295878887176514e-01,5.350995063781738281e-01
3.206592500209808350e-01,5.370375514030456543e-01,4.729396402835845947e-01,5.261492133140563965e-01,4.580451250076293945e-01,6.273067593574523926e-01,3.863640725612640381e-01,5.381297469139099121e-01
4.351355552673339844e+00
4.797875404357910156e+00
4.331158161163330078e+00
5.915517807006835938e+00
4.141034126281738281e+00
6.145657539367675781e+00
6.143715858459472656e+00
3.692782878875732422e+00
4.251613140106201172e+00
5.843913078308105469e+00
5.843307495117187500e+00
3.815178871154785156e+00
5.933332920074462891e+00
3.782729864120483398e+00
5.766655921936035156e+00
6.417407512664794922e+00
5.165297389030456543e-01,4.184152483940124512e-01,4.866766035556793213e-01,4.726050794124603271e-01,5.726694464683532715e-01,3.662301301956176758e-01,4.185733795166015625e-01,6.618636250495910645e-01
5.272389054298400879e-01,4.159778356552124023e-01,4.986528754234313965e-01,4.626019001007080078e-01,5.952680110931396484e-01,3.601414561271667480e-01,4.116678237915039062e-01,6.788074970245361328e-01
5.398077964782714844e-01,4.164946973323822021e-01,5.030267238616943359e-01,4.582669734954833984e-01,6.071808338165283203e-01,3.610143661499023438e-01,4.018736779689788818e-01,6.899248361587524414e-01
5.469676852226257324e-01,4.170547425746917725e-01,5.049561262130737305e-01,4.555247724056243896e-01,6.142618656158447266e-01,3.626450002193450928e-01,3.956446349620819092e-01,6.967703700065612793e-01
5.503688454627990723e-01,4.165369570255279541e-01,5.057675242424011230e-01,4.541886746883392334e-01,6.184813380241394043e-01,3.644281327724456787e-01,3.922886550426483154e-01,7.011018395423889160e-01
5.513821840286254883e-01,4.154493510723114014e-01,5.061590075492858887e-01,4.534481167793273926e-01,6.212201714515686035e-01,3.660325407981872559e-01,3.904147148132324219e-01,7.039506435394287109e-01
5.509322285652160645e-01,4.141743183135986328e-01,5.064184069633483887e-01,4.528890252113342285e-01,6.232091188430786133e-01,3.673269450664520264e-01,3.892718851566314697e-01,7.059123516082763672e-01
5.496182441711425781e-01,4.129114449024200439e-01,5.066844224929809570e-01,4.523543715476989746e-01,6.248250007629394531e-01,3.682955801486968994e-01,3.885042071342468262e-01,7.073518633842468262e-01
5.477728247642517090e-01,4.117319583892822266e-01,5.069738626480102539e-01,4.517624080181121826e-01,6.262637972831726074e-01,3.689715266227722168e-01,3.879193365573883057e-01,7.084612846374511719e-01
5.455976128578186035e-01,4.106515645980834961e-01,5.072812438011169434e-01,4.510901570320129395e-01,6.276218891143798828e-01,3.694096803665161133e-01,3.874189853668212891e-01,7.093548774719238281e-01
5.431869626045227051e-01,4.096775054931640625e-01,5.076447725296020508e-01,4.503714740276336670e-01,6.289491653442382812e-01,3.696929514408111572e-01,3.869352936744689941e-01,7.101416587829589844e-01
5.406621694564819336e-01,4.089735448360443115e-01,5.080202817916870117e-01,4.496273696422576904e-01,6.301516890525817871e-01,3.699156939983367920e-01,3.863415718078613281e-01,7.108751535415649414e-01
5.382599234580993652e-01,4.087374508380889893e-01,5.082488059997558594e-01,4.488771855831146240e-01,6.311028003692626953e-01,3.700240850448608398e-01,3.855404555797576904e-01,7.115548253059387207e-01
5.358322858810424805e-01,4.087474942207336426e-01,5.085342526435852051e-01,4.482060968875885010e-01,6.319840550422668457e-01,3.700924813747406006e-01,3.846113681793212891e-01,7.123230695724487305e-01
5.337725281715393066e-01,4.092097580432891846e-01,5.084503889083862305e-01,4.474687874317169189e-01,6.325970292091369629e-01,3.699393272399902344e-01,3.835254311561584473e-01,7.130146026611328125e-01
5.317170023918151855e-01,4.097207188606262207e-01,5.083344578742980957e-01,4.466985166072845459e-01,6.331944465637207031e-01,3.697504699230194092e-01,3.824323713779449463e-01,7.136759161949157715e-01
5.296347141265869141e-01,4.102494418621063232e-01,5.082382559776306152e-01,4.459273517131805420e-01,6.338012814521789551e-01,3.695477843284606934e-01,3.813368082046508789e-01,7.143335938453674316e-01
5.275189876556396484e-01,4.107974469661712646e-01,5.081793665885925293e-01,4.451716542243957520e-01,6.344192028045654297e-01,3.693464398384094238e-01,3.802325427532196045e-01,7.150077223777770996e-01
5.253970026969909668e-01,4.113533496856689453e-01,5.081178545951843262e-01,4.444061517715454102e-01,6.350396275520324707e-01,3.691349625587463379e-01,3.791337311267852783e-01,7.156682610511779785e-01
